CZ,CZ Name,State,Children in 1980-85 Cohorts,P(Child q1 |Par q1),P(Child q2 |Par q1),P(Child q3 |Par q1),P(Child q4 |Par q1),P(Child q5 |Par q1),P(Child q1 |Par q2),P(Child q2 |Par q2),P(Child q3 |Par q2),P(Child q4 |Par q2),P(Child q5 |Par q2),P(Child q1 |Par q3),P(Child q2 |Par q3),P(Child q3 |Par q3),P(Child q4 |Par q3),P(Child q5 |Par q3),P(Child q1 |Par q4),P(Child q2 |Par q4),P(Child q3 |Par q4),P(Child q4 |Par q4),P(Child q5 |Par q4),P(Child q1 |Par q5),P(Child q2 |Par q5),P(Child q3 |Par q5),P(Child q4 |Par q5),P(Child q5 |Par q5),P(Par q1),P(Par q2),P(Par q3),P(Par q4),P(Par q5),P(Child Q1),P(Child Q2),P(Child Q3),P(Child Q4),P(Child Q5)
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26603,East Corson UT,SD,822,0.5826331,0.1792717,0.1260504,0.0420168,0.070028,0.3829787,0.177305,0.1808511,0.1205674,0.1382979,0.2952381,0.1428571,0.247619,0.0857143,0.2285714,0.2923077,0.1538462,0.2,0.2153846,0.1384615,0.3333333,0.2222222,0.0555556,0.3333333,0.0555556,0.4316808,0.3409915,0.1269649,0.0785973,0.0217654,0.4498186,0.1729141,0.1644498,0.0943168,0.1185006
26604,Mobridge,SD,715,0.2901235,0.2283951,0.2037037,0.1666667,0.1111111,0.1581395,0.1209302,0.1813954,0.2465116,0.2930233,0.0490196,0.0882353,0.1911765,0.4117647,0.2598039,0.0792079,0.0891089,0.1782178,0.2574258,0.3960396,0,0.1290323,0.2580645,0.2580645,0.3548387,0.227209,0.3015428,0.286115,0.141655,0.0434783,0.1388499,0.1318373,0.1921459,0.2776999,0.259467
26605,Aberdeen,SD,4436,0.1681901,0.1755027,0.2010969,0.2559415,0.1992687,0.1107784,0.1916168,0.2325349,0.257485,0.2075848,0.0903378,0.1547526,0.2238806,0.2765122,0.2545169,0.0764763,0.1016457,0.195547,0.2787996,0.3475315,0.0826162,0.1135972,0.1445783,0.232358,0.4268503,0.1233093,0.2258792,0.2869703,0.2328674,0.1309738,0.1003156,0.147881,0.2060415,0.2644274,0.2813345
26701,Bemidji,MN,9053,0.3442623,0.2146516,0.1951844,0.1506148,0.0952869,0.2038961,0.2138528,0.2147186,0.2112554,0.1562771,0.1298416,0.1641725,0.227993,0.2473592,0.2306338,0.0966387,0.1302521,0.1956783,0.2671068,0.3103241,0.0937866,0.112544,0.1758499,0.2438453,0.3739742,0.2156191,0.255164,0.2509665,0.1840274,0.0942229,0.1854634,0.1766265,0.2066718,0.2205899,0.2106484
26702,Grafton,ND,3062,0.1325581,0.2186047,0.1860465,0.2302326,0.2325581,0.1205882,0.15,0.2279412,0.2455882,0.2558824,0.0773362,0.1203008,0.2158969,0.2792696,0.3071966,0.0483163,0.0951684,0.1991215,0.2942899,0.363104,0.0680473,0.0680473,0.1627219,0.2159763,0.4852071,0.1404311,0.2220771,0.3040496,0.2230568,0.1103854,0.0871979,0.1293272,0.2047681,0.2612672,0.3174396
26703,Thief River Falls,MN,2722,0.1580311,0.2046632,0.2512953,0.2072539,0.1787565,0.0914729,0.1674419,0.248062,0.2666667,0.2263566,0.0560093,0.1400233,0.2158693,0.3033839,0.2847141,0.0740741,0.0828924,0.1869489,0.2733686,0.3827161,0.0674157,0.0561798,0.2059925,0.2209738,0.4494382,0.1418075,0.2369581,0.314842,0.2083027,0.0980896,0.0837619,0.1355621,0.2215283,0.2667156,0.292432
26704,Grand Forks,ND,9592,0.2441016,0.2259528,0.2268603,0.1751361,0.1279492,0.1387187,0.1821727,0.2339833,0.2317549,0.2133705,0.0945455,0.1618182,0.2243636,0.2472727,0.272,0.0782889,0.1202583,0.196933,0.2590799,0.3454399,0.0838446,0.1117928,0.1751875,0.2331288,0.3960463,0.1148874,0.1871351,0.2866972,0.2583403,0.1529399,0.1141576,0.154608,0.2118432,0.2369683,0.2824228
26801,Fargo,ND,16083,0.2469952,0.2469952,0.203125,0.1670673,0.1358173,0.148986,0.1930577,0.2386895,0.2265991,0.1926677,0.1045322,0.1510721,0.2236842,0.2560916,0.2646199,0.0669835,0.1221996,0.2154334,0.2647658,0.3306178,0.0702281,0.1080432,0.1605642,0.2442977,0.4168667,0.1034633,0.159423,0.2551763,0.2747622,0.2071753,0.1089349,0.1508425,0.2086054,0.242119,0.2894982
26802,Lisbon,ND,1367,0.1568628,0.1895425,0.2222222,0.1960784,0.2352941,0.0777027,0.1418919,0.1824324,0.2804054,0.3175676,0.0593407,0.1054945,0.2153846,0.2923077,0.3274725,0.0518732,0.092219,0.1469741,0.3112392,0.3976945,0.0258621,0.0603448,0.0948276,0.3448276,0.4741379,0.1119239,0.2165326,0.3328457,0.2538405,0.0848574,0.0694952,0.1155816,0.1814192,0.2882224,0.3452816
26803,Jamestown,ND,3277,0.1650943,0.1816038,0.2099057,0.2193396,0.2240566,0.0982503,0.1480484,0.2355316,0.2530283,0.2651413,0.0765358,0.1168177,0.1953676,0.2870091,0.3242699,0.0527009,0.1185771,0.1554677,0.2555995,0.4176548,0.0726257,0.0921788,0.1368715,0.2486034,0.4497207,0.1293866,0.2267318,0.303021,0.2316143,0.1092463,0.0869698,0.129997,0.1907232,0.2590784,0.3332316
26804,Cooperstown,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26901,Fergus Falls,MN,10322,0.1823077,0.2,0.2315385,0.2338462,0.1523077,0.1225364,0.1773779,0.2296487,0.2485004,0.2219366,0.0816054,0.1528428,0.206689,0.2826087,0.2762542,0.0682002,0.106134,0.2013721,0.2824859,0.3418079,0.0622951,0.0860656,0.1532787,0.2688525,0.4295082,0.1259446,0.226119,0.2896726,0.2400697,0.1181941,0.098043,0.1452238,0.207421,0.2670994,0.2822128
26902,Little Falls,MN,7089,0.2244726,0.1974684,0.2160338,0.1974684,0.164557,0.1277806,0.1702018,0.2177962,0.2695292,0.2146922,0.0952381,0.1400283,0.2079208,0.2753418,0.281471,0.0756303,0.1268144,0.1833461,0.2719633,0.342246,0.0573013,0.1109057,0.194085,0.2439926,0.3937154,0.1671604,0.272676,0.2991959,0.1846523,0.0763154,0.1191988,0.1531951,0.2063761,0.2577232,0.2635068
27001,O'Neill,NE,1599,0.1420118,0.183432,0.2159763,0.2692308,0.1893491,0.1001757,0.142355,0.1880492,0.2970123,0.2724077,0.07277,0.1361502,0.2112676,0.2887324,0.2910798,0.0507614,0.106599,0.1573604,0.2944162,0.3908629,0.0657895,0.1052632,0.2368421,0.3026316,0.2894737,0.2104608,0.3542964,0.2652553,0.122665,0.0473225,0.0940224,0.1432129,0.1986301,0.2889166,0.2752179
27002,Ord,NE,976,0.15311,0.1961723,0.1626794,0.2488038,0.2392344,0.1178248,0.1510574,0.1933535,0.2719033,0.265861,0.0625,0.1171875,0.1835938,0.3125,0.3242188,0.0431034,0.0862069,0.1982759,0.25,0.4224138,0.1060606,0.0454545,0.1666667,0.2424242,0.4393939,0.2137014,0.3384458,0.2617587,0.1186094,0.0674847,0.101227,0.1370143,0.1830266,0.2730061,0.305726
27003,Ainsworth,NE,518,0.1324503,0.1854305,0.2781457,0.2119205,0.192053,0.1219512,0.1036585,0.2439024,0.2804878,0.25,0.1119403,0.1268657,0.1343284,0.3283582,0.2985075,0.137931,0.0689655,0.1896552,0.2931035,0.3103448,0.0769231,0,0.1538462,0.4615385,0.3076923,0.2903846,0.3153846,0.2576923,0.1115385,0.025,0.1230769,0.1269231,0.2173077,0.2788461,0.2538462
27004,Winner,SD,1147,0.2178571,0.2214286,0.2285714,0.1928571,0.1392857,0.1246819,0.1170483,0.2035623,0.2849873,0.2697201,0.0947368,0.1614035,0.2,0.2631579,0.2807018,0.0215827,0.1079137,0.1510791,0.266187,0.4532374,0.1153846,0.1538462,0.1538462,0.2884615,0.2884615,0.2436902,0.3420365,0.2480418,0.1209748,0.0452567,0.127067,0.154047,0.2001741,0.2550043,0.2637076
27005,Yankton,SD,4372,0.1888,0.1904,0.2336,0.216,0.1712,0.1051739,0.1391009,0.1857506,0.28838,0.2815946,0.058689,0.1265244,0.2042683,0.3056403,0.3048781,0.0595099,0.1143524,0.2030338,0.2567095,0.3663944,0.0902256,0.1077694,0.1478697,0.2631579,0.3909774,0.1429552,0.2696706,0.3000915,0.1960201,0.0912626,0.0928637,0.1349497,0.1980787,0.2747026,0.2994053
27006,Mitchell,SD,2505,0.2116788,0.1800487,0.2262774,0.2481752,0.13382,0.0973154,0.1610738,0.2181208,0.2734899,0.25,0.0745098,0.1568628,0.227451,0.2627451,0.2784314,0.0723404,0.0978723,0.1617021,0.3106383,0.3574468,0.0760456,0.095057,0.1520912,0.2775666,0.3992395,0.1640719,0.2379242,0.3053892,0.1876248,0.10499,0.1021956,0.1441118,0.2047904,0.2734531,0.2754491
27007,Huron,SD,1748,0.2208835,0.2369478,0.2369478,0.1847389,0.1204819,0.0969267,0.177305,0.2340426,0.2836879,0.2080378,0.0753296,0.1111111,0.2278719,0.3032015,0.2824859,0.0661157,0.1101928,0.2038568,0.3223141,0.2975207,0.0659341,0.1043956,0.1868132,0.2637363,0.3791209,0.1424485,0.2419908,0.3037758,0.2076659,0.104119,0.0983982,0.1441648,0.2213959,0.2814645,0.2545767
27008,Parkston,SD,1958,0.3017456,0.19202,0.1795511,0.1695761,0.1571072,0.1803279,0.140255,0.2149362,0.2295082,0.2349727,0.0831918,0.1154499,0.196944,0.3174873,0.286927,0.06,0.0933333,0.23,0.2666667,0.35,0.0645161,0.1048387,0.1612903,0.1774193,0.4919355,0.2042792,0.279674,0.3000509,0.1528273,0.0631686,0.1502802,0.1339786,0.2012226,0.246052,0.2684666
27009,Chamberlain,SD,1069,0.4335664,0.1853147,0.2097902,0.0909091,0.0804196,0.2902299,0.2298851,0.158046,0.1408046,0.1810345,0.1282051,0.1794872,0.2179487,0.2692308,0.2051282,0.1151079,0.1366906,0.2302158,0.266187,0.2517986,0.0441176,0.1029412,0.1764706,0.2647059,0.4117647,0.2660465,0.3237209,0.2176744,0.1293023,0.0632558,0.2548837,0.1869767,0.1953488,0.1795349,0.1832558
27010,Miller,SD,402,0.0821918,0.1643836,0.1780822,0.260274,0.3150685,0.1126761,0.0985916,0.2112676,0.3028169,0.2746479,0.0619469,0.1061947,0.2035398,0.2654867,0.3628319,0.0714286,0.1071429,0.1607143,0.3035714,0.3571429,0.1428571,0.0714286,0,0.2142857,0.5714286,0.1834171,0.3567839,0.2839196,0.1407035,0.0351759,0.0879397,0.1130653,0.1884422,0.281407,0.3291457
27011,Pierre,SD,1923,0.302521,0.2478992,0.2268908,0.1302521,0.092437,0.159383,0.1696658,0.2776349,0.2210797,0.1722365,0.0974155,0.1829026,0.2306163,0.2922465,0.1968191,0.063655,0.1067762,0.2073922,0.3018481,0.3203285,0.0816993,0.1143791,0.1568628,0.2320261,0.4150327,0.1237649,0.2022881,0.2615705,0.2532501,0.1591264,0.124285,0.1580863,0.2220489,0.25065,0.2449298
27012,Gettysburg,SD,284,0.2040816,0.1428571,0.1020408,0.2244898,0.3265306,0.0769231,0.1318681,0.1538462,0.2307692,0.4065934,0.1578947,0.1447368,0.1842105,0.2763158,0.2368421,0,0.0508475,0.2542373,0.3728814,0.3220339,0.0625,0.1875,0.1875,0.125,0.4375,0.1683849,0.3127148,0.2611684,0.2027491,0.0549828,0.1030928,0.1237113,0.1752577,0.2646048,0.3333333
27101,Willmar,MN,7909,0.2105263,0.2356979,0.2173913,0.2116705,0.124714,0.1356448,0.1934307,0.2055961,0.2597324,0.2055961,0.0783738,0.1475272,0.195306,0.2849958,0.2937971,0.0693878,0.1035714,0.1933673,0.2979592,0.3357143,0.0574163,0.1052632,0.1578947,0.2478469,0.4315789,0.110507,0.2078645,0.3016816,0.2478189,0.132128,0.0998862,0.1503351,0.194462,0.2699456,0.2853711
27102,Marshall,MN,4939,0.212585,0.202381,0.1972789,0.2346939,0.1530612,0.0998169,0.1584249,0.206044,0.2957875,0.2399267,0.0769231,0.117374,0.1830239,0.3043767,0.3183024,0.0561056,0.1188119,0.189769,0.2722772,0.3630363,0.0556586,0.0742115,0.1280148,0.2690167,0.4730983,0.1190524,0.2210974,0.305325,0.2453938,0.1091314,0.0907066,0.132213,0.1854626,0.2824458,0.3091719
27201,Sioux Center,IA,5774,0.1580042,0.1746362,0.2099792,0.2266112,0.2307692,0.0898876,0.1195827,0.2022472,0.2953451,0.2929374,0.0519722,0.1006961,0.1832947,0.3211137,0.3429234,0.04662,0.0707071,0.1445221,0.3278943,0.4102564,0.0429752,0.0743802,0.1223141,0.3008265,0.4595041,0.0833045,0.2157949,0.3732248,0.2228957,0.10478,0.0668514,0.1014894,0.1745757,0.3070662,0.3500173
27202,Worthington,MN,5110,0.1745514,0.2022838,0.2610114,0.2218597,0.1402936,0.1089897,0.1726333,0.2179793,0.2696897,0.230708,0.0771001,0.1300345,0.2105869,0.2957422,0.2865362,0.0609418,0.1052632,0.1625115,0.2880886,0.3831948,0.0763723,0.097852,0.1073986,0.2768496,0.4415275,0.1199609,0.2459883,0.3401174,0.2119374,0.0819961,0.0931507,0.1412916,0.1998043,0.2772994,0.288454
27301,Spencer,IA,5338,0.199362,0.2169059,0.2041467,0.1945774,0.185008,0.1130298,0.1868132,0.2142857,0.2543171,0.2315542,0.0697406,0.1389049,0.2195965,0.2818444,0.2899135,0.0555058,0.1029543,0.1924799,0.3008057,0.3482543,0.0803419,0.0871795,0.1435897,0.2615385,0.4273504,0.1174597,0.2386662,0.3250281,0.2092544,0.1095916,0.0934807,0.1463095,0.2025103,0.2667666,0.2909329
27302,Fairmont,MN,4649,0.2112211,0.2392739,0.2227723,0.1980198,0.1287129,0.1351351,0.1486486,0.2414414,0.2603604,0.2144144,0.0843537,0.1537415,0.237415,0.2727891,0.2517007,0.0596728,0.13282,0.1924928,0.292589,0.3224254,0.0448113,0.1014151,0.1533019,0.2712264,0.4292453,0.1303506,0.238761,0.316197,0.2234889,0.0912024,0.1038933,0.1542267,0.2187567,0.2643579,0.2587653
27401,Storm Lake,IA,4657,0.1789668,0.1863469,0.2214022,0.2398524,0.1734317,0.1204925,0.1512753,0.2295514,0.2524186,0.2462621,0.0741214,0.1303514,0.1955272,0.3201278,0.2798722,0.0640084,0.1007345,0.1794334,0.2854145,0.3704092,0.0369565,0.0782609,0.1173913,0.2739131,0.4934783,0.1163839,0.2441486,0.3360533,0.2046382,0.098776,0.0919047,0.1307709,0.1958342,0.2825854,0.2989049
27402,Fort Dodge,IA,8641,0.2547085,0.2430493,0.2116592,0.1605381,0.1300448,0.157665,0.1718494,0.2258592,0.2340426,0.2105837,0.1120556,0.1530139,0.1974498,0.267388,0.2700927,0.0768877,0.1229282,0.1837017,0.281768,0.3347146,0.0600214,0.1114684,0.1543408,0.2379421,0.4362272,0.129036,0.2121282,0.2995024,0.2513598,0.1079736,0.1256799,0.1565791,0.1971994,0.2469622,0.2735794
27501,Des Moines,IA,43765,0.3089328,0.2516444,0.1937195,0.1546786,0.0910248,0.199913,0.1954156,0.2183374,0.2089076,0.1774264,0.1346445,0.1639291,0.2257402,0.2450832,0.230603,0.0968407,0.1298935,0.2068166,0.265625,0.3008242,0.0790619,0.1065115,0.1690504,0.2560185,0.3893577,0.1076888,0.1575003,0.2114475,0.2661487,0.2572147,0.1393351,0.154507,0.2015081,0.2379299,0.26672
27502,Creston,IA,2848,0.2548638,0.2237354,0.2003891,0.1964981,0.1245136,0.1456311,0.2050971,0.2245146,0.2548544,0.1699029,0.107056,0.1277372,0.2384428,0.2603406,0.2664233,0.0849802,0.1027668,0.2075099,0.2826087,0.3221344,0.0549451,0.1043956,0.1428571,0.2362637,0.4615385,0.1804775,0.2893258,0.2886236,0.1776685,0.0639045,0.1376404,0.1615169,0.215941,0.2496489,0.2352528
27503,Atlantic,IA,3009,0.219457,0.219457,0.2149321,0.1945701,0.1515837,0.1288181,0.1620186,0.1992032,0.2934927,0.2164675,0.0774869,0.1507853,0.1905759,0.2973822,0.2837696,0.059246,0.0807899,0.1831239,0.3303411,0.3464991,0.0562914,0.0927152,0.1622517,0.2715232,0.4172185,0.1468927,0.2502493,0.3173812,0.1851113,0.1003656,0.105683,0.1448986,0.1920904,0.2848122,0.2725158
27504,Carroll,IA,4612,0.1928328,0.1877133,0.2081911,0.2440273,0.1672355,0.1156398,0.1687204,0.1971564,0.2739336,0.2445498,0.0712858,0.1252498,0.1978681,0.2811459,0.3244504,0.0533463,0.0950533,0.1736178,0.2764306,0.4015519,0.0432802,0.0751708,0.1298406,0.2346241,0.5170843,0.1270598,0.2287511,0.3254553,0.2235473,0.0951865,0.0901995,0.1316132,0.1871206,0.2692975,0.3217693
27601,Rapid City,SD,14261,0.3137255,0.2319566,0.1994159,0.161869,0.093033,0.1730947,0.2270904,0.2351126,0.2036408,0.1610614,0.1200407,0.1869278,0.2352492,0.2484741,0.2093082,0.093031,0.1427142,0.2080694,0.2540847,0.3021007,0.0916076,0.1483452,0.1654846,0.250591,0.3439716,0.1680808,0.2272632,0.275717,0.2102938,0.1186453,0.1555992,0.1897483,0.2152023,0.2251595,0.2142907
27602,Eagle Butte,SD,863,0.5271565,0.2555911,0.0958466,0.0702875,0.0511182,0.3833866,0.1884984,0.2076677,0.1373802,0.0830671,0.2450331,0.2516556,0.1192053,0.1986755,0.1854305,0.2753623,0.1304348,0.2173913,0.2898551,0.0869565,0.2,0.2,0.16,0.16,0.28,0.3593571,0.3593571,0.173364,0.0792193,0.0287026,0.3972445,0.2192882,0.1515499,0.1366246,0.0952928
27603,Southwest Jackson UT,SD,588,0.4275862,0.1517241,0.1448276,0.1655172,0.1103448,0.204878,0.1804878,0.1756098,0.2243902,0.2146342,0.1543624,0.114094,0.1812081,0.2818792,0.2684564,0.1044776,0.0895522,0.2089552,0.2686567,0.3283582,0.0434783,0.0869565,0.173913,0.2173913,0.4782609,0.24618,0.3480475,0.2529711,0.1137521,0.0390492,0.229202,0.1426146,0.1731749,0.229202,0.2258064
27604,Murdo,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27605,Mission,SD,1053,0.6436567,0.1958955,0.0970149,0.0391791,0.0242537,0.5048231,0.221865,0.1511254,0.0546624,0.0675241,0.3706897,0.2413793,0.1810345,0.112069,0.0948276,0.2923077,0.1076923,0.3076923,0.1538462,0.1384615,0.047619,0.3809524,0.1428571,0.1428571,0.2857143,0.5109628,0.2964728,0.1105815,0.0619638,0.0200191,0.5386082,0.2068637,0.1363203,0.0610105,0.0571973
27701,Scottsbluff,NE,5904,0.2475856,0.2309043,0.2247586,0.1773486,0.119403,0.1333853,0.1895476,0.2441498,0.2340094,0.198908,0.1043593,0.1585205,0.2245707,0.2529722,0.2595773,0.0948795,0.127259,0.184488,0.2740964,0.3192771,0.0967239,0.1107644,0.1731669,0.2558502,0.3634945,0.1929201,0.2171409,0.2564363,0.2249323,0.1085705,0.135332,0.1670054,0.2142615,0.2393293,0.2440718
27702,Cheyenne,WY,8167,0.2734899,0.2625839,0.1979866,0.170302,0.0956376,0.1806331,0.2023588,0.2284295,0.2054624,0.1831161,0.1382189,0.1665121,0.2453618,0.2407236,0.2091837,0.1116726,0.1505811,0.2086913,0.261243,0.267812,0.1057771,0.1171684,0.1781937,0.2441009,0.35476,0.1459532,0.1972573,0.2639892,0.2423166,0.1504837,0.1550141,0.1763193,0.2161136,0.2289702,0.2235827
27703,Torrington,WY,1894,0.2064343,0.2359249,0.1983914,0.1876676,0.1715818,0.1517094,0.1666667,0.1965812,0.2393162,0.2457265,0.1131313,0.159596,0.179798,0.2525252,0.2949495,0.0972569,0.1371571,0.1870324,0.2518703,0.3266833,0.1082803,0.089172,0.0955414,0.2675159,0.4394904,0.1969377,0.2470961,0.2613516,0.2117212,0.0828933,0.1372756,0.1657867,0.1821542,0.2375924,0.2771911
27704,Gordon,SD,2395,0.5878595,0.1863685,0.112886,0.0809372,0.0319489,0.3950311,0.1838509,0.1826087,0.1204969,0.1180124,0.2888889,0.1777778,0.2320988,0.162963,0.1382716,0.1675978,0.2346369,0.1731844,0.2122905,0.2122905,0.137931,0.1724138,0.0689655,0.362069,0.2586207,0.3935457,0.3373847,0.1697402,0.075021,0.0243085,0.4295893,0.1873428,0.1601006,0.1248952,0.0980721
27801,Virginia Beach,NE,5467,0.2235835,0.1761103,0.245023,0.2036753,0.151608,0.133913,0.1782609,0.22,0.2469565,0.2208696,0.0783133,0.1578313,0.2180723,0.2849398,0.2608434,0.0588658,0.126346,0.1859296,0.28715,0.3417085,0.0507365,0.0818331,0.1489362,0.3387889,0.3797054,0.1194439,0.210353,0.30364,0.2548015,0.1117615,0.0993232,0.1477959,0.2057801,0.2738248,0.273276
27802,Columbus,NE,6206,0.1646526,0.2054381,0.2356495,0.2250755,0.1691843,0.1047431,0.157444,0.2048748,0.273386,0.259552,0.0766947,0.1232063,0.1984166,0.285997,0.3156853,0.0661506,0.1189303,0.1773399,0.2751583,0.3624208,0.0599315,0.0976027,0.1215753,0.2876712,0.4332192,0.106671,0.244602,0.3256526,0.228972,0.0941025,0.0889462,0.1369642,0.1919111,0.2740896,0.308089
27901,Hastings,NE,3477,0.1923077,0.215812,0.2692308,0.2115385,0.1111111,0.1424802,0.1754617,0.2295514,0.2519789,0.2005277,0.0879227,0.1555556,0.2251208,0.2647343,0.2666667,0.0764411,0.122807,0.1904762,0.2894737,0.320802,0.0885167,0.0956938,0.1483254,0.2727273,0.3947369,0.1345988,0.218004,0.2976704,0.2295082,0.1202186,0.1113028,0.1532931,0.2148404,0.2614323,0.2591314
27902,York,NE,2488,0.1941392,0.1758242,0.2124542,0.2307692,0.1868132,0.1091618,0.1754386,0.2124756,0.2690058,0.2339181,0.0672963,0.1452184,0.1971665,0.2998819,0.2904368,0.0595447,0.0788091,0.1978984,0.2924694,0.3712785,0.056338,0.084507,0.1514084,0.221831,0.4859155,0.1097267,0.2061897,0.3404341,0.2295016,0.1141479,0.0868167,0.1326367,0.1969453,0.2753215,0.3082798
27903,Grand Island,NE,6779,0.2173913,0.2311771,0.2152704,0.1940615,0.1420997,0.1541965,0.1919323,0.2277163,0.2433312,0.1828237,0.1024366,0.1551467,0.2292392,0.2590751,0.2541024,0.0562827,0.1282723,0.2074607,0.3017016,0.3062827,0.0802632,0.093421,0.1513158,0.2342105,0.4407895,0.1391061,0.2267296,0.2966514,0.225402,0.1121109,0.1172739,0.1610857,0.2133058,0.2532822,0.2550524
28001,Sioux City,IA,16499,0.2622411,0.2561205,0.200565,0.1685499,0.1125235,0.1596958,0.2047382,0.2304768,0.2351565,0.1699327,0.1072584,0.1736015,0.2205271,0.2600555,0.2385576,0.0866258,0.1371779,0.1906748,0.2790184,0.3065031,0.0771037,0.1127202,0.1612524,0.2657534,0.3831702,0.1287351,0.2072247,0.2621977,0.2469847,0.1548579,0.1283108,0.1722529,0.2034669,0.2486817,0.2472877
28002,West Point,NE,2426,0.4092664,0.1949807,0.1660232,0.1293436,0.1003861,0.2263566,0.1643411,0.1906977,0.2108527,0.2077519,0.0950292,0.119883,0.1929825,0.2836257,0.3084795,0.0808989,0.1325843,0.1865169,0.2876405,0.3123595,0.0820896,0.0149254,0.1268657,0.2462687,0.5298507,0.2135202,0.2658697,0.2819456,0.1834295,0.055235,0.1937345,0.1442704,0.1817807,0.2300082,0.2502061
28101,Lincoln,NE,22930,0.3041174,0.2539747,0.1993477,0.1512434,0.0913168,0.1902703,0.2059459,0.2343243,0.2154054,0.1540541,0.1254207,0.1728964,0.2173605,0.2595217,0.2248007,0.0936077,0.1411968,0.2123449,0.2575781,0.2952725,0.0889822,0.110808,0.1699895,0.2543547,0.3758657,0.1069778,0.1613607,0.246184,0.2776712,0.2078064,0.1385957,0.1651984,0.2069342,0.2392063,0.2500654
28102,Nebraska City,NE,3441,0.2407809,0.1843818,0.2299349,0.186551,0.1583514,0.1445358,0.1703878,0.2185664,0.2432432,0.2232668,0.0886699,0.1625616,0.1852217,0.2660098,0.2975369,0.071066,0.1167513,0.2220812,0.2373096,0.3527919,0.0552147,0.1257669,0.1257669,0.2791411,0.4141104,0.1339727,0.2473118,0.2949724,0.2290032,0.0947399,0.115664,0.1534438,0.2022668,0.2444057,0.2842197
28201,Red Oak,IA,3982,0.2672956,0.2012579,0.2122642,0.1949686,0.1242138,0.1160622,0.1948186,0.2300518,0.2487047,0.2103627,0.0933884,0.1413223,0.2016529,0.2809917,0.2826446,0.0637813,0.1230068,0.1879271,0.284738,0.3405467,0.0648464,0.0546075,0.1979522,0.2662116,0.4163823,0.1597187,0.2423405,0.3038674,0.2204922,0.0735811,0.1180311,0.1534405,0.2069312,0.2591662,0.2624309
28202,Omaha,NE,66421,0.3331735,0.2798418,0.1807287,0.1287152,0.0775407,0.2209664,0.2231023,0.2205215,0.1891074,0.1463024,0.140367,0.1791108,0.2273818,0.2387438,0.2143966,0.1032583,0.1474526,0.2125592,0.2564574,0.2802725,0.0870171,0.1144395,0.1768208,0.2551615,0.3665611,0.1256229,0.1691784,0.2133361,0.2541365,0.237726,0.1561103,0.1757878,0.2045739,0.2249289,0.2385992
28301,Sterling,CO,3423,0.2286159,0.1772939,0.2488336,0.2006221,0.1446345,0.1537634,0.1698925,0.211828,0.2247312,0.2397849,0.0928854,0.1304348,0.1986166,0.2895257,0.2885376,0.0862069,0.1302682,0.197318,0.289272,0.2969349,0.056962,0.085443,0.1898734,0.2531646,0.414557,0.1878469,0.2716915,0.2956471,0.1524978,0.0923167,0.1305872,0.1457786,0.2106339,0.2518259,0.2611744
28302,Ogallala,NE,1552,0.2061404,0.254386,0.1929825,0.1842105,0.1622807,0.12529,0.1740139,0.187935,0.2807425,0.2320186,0.0896861,0.1591928,0.2242152,0.2847534,0.2421525,0.0557377,0.1114754,0.1540984,0.2918033,0.3868853,0.0642857,0.0714286,0.15,0.2642857,0.45,0.1470968,0.2780645,0.2877419,0.1967742,0.0903226,0.1077419,0.16,0.1890323,0.2683871,0.2748387
28303,Oshkosh,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28304,Valentine,NE,793,0.1686047,0.1976744,0.244186,0.244186,0.1453488,0.125,0.1856061,0.2272727,0.2613636,0.2007576,0.0821918,0.2009132,0.2283105,0.2420091,0.2465753,0.1136364,0.0909091,0.125,0.3295455,0.3409091,0.0545455,0.1090909,0.2,0.2727273,0.3636364,0.2155388,0.3308271,0.2744361,0.1102757,0.0689223,0.1165414,0.1766917,0.2180451,0.2606516,0.2280702
28305,Broken Bow,NE,1210,0.125,0.1948529,0.2463235,0.2573529,0.1764706,0.1127098,0.1654676,0.2494005,0.2565947,0.2158273,0.0927152,0.1225166,0.2284768,0.2450331,0.3112583,0.0350877,0.0760234,0.2280702,0.2690058,0.3918129,0.0238095,0.1428571,0.1666667,0.3095238,0.3571429,0.2259136,0.3463455,0.2508306,0.1420266,0.0348837,0.0963455,0.1478405,0.2375415,0.2574751,0.2607974
28306,North Platte,NE,3291,0.2455357,0.2544643,0.1964286,0.1808036,0.1227679,0.1535893,0.2070117,0.2370618,0.2437396,0.1585977,0.129397,0.1922111,0.1947236,0.241206,0.2424623,0.0920897,0.149941,0.201889,0.2656434,0.2904368,0.0848586,0.1530782,0.1797005,0.2379368,0.3444259,0.1361288,0.1820115,0.2418718,0.2573686,0.1826193,0.1318748,0.185354,0.2017624,0.239137,0.2418718
